"No.","Time","Source","Destination","Protocol","Length","Info"
"303","12.700000","fe80::204:4:4:4","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"304","12.706040","fe80::212:12:12:12","fe80::201:1:1:1","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"305","12.708896","","","IEEE 802.15.4","5","Ack"
"306","12.710000","fe80::204:4:4:4","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"307","12.712856","","","IEEE 802.15.4","5","Ack"
"308","12.718000","fe80::215:15:15:15","fe80::20a:a:a:a","ICMPv6","102","RPL Control (DODAG Information Object)"
"309","12.722200","","","IEEE 802.15.4","5","Ack"
"310","12.734000","fe80::20f:f:f:f","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"311","12.750000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"312","12.752856","","","IEEE 802.15.4","5","Ack"
"313","12.774000","fe80::201:1:1:1","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"314","12.776856","","","IEEE 802.15.4","5","Ack"
"315","12.801000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"316","12.803856","","","IEEE 802.15.4","5","Ack"
"317","12.831000","fe80::204:4:4:4","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"318","12.833856","","","IEEE 802.15.4","5","Ack"
"319","12.916000","fe80::216:16:16:16","fe80::204:4:4:4","ICMPv6","102","RPL Control (DODAG Information Object)"
"320","12.920200","","","IEEE 802.15.4","5","Ack"
"321","12.948000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","102","RPL Control (DODAG Information Object)"
"322","12.952200","","","IEEE 802.15.4","5","Ack"
"323","13.025000","fe80::206:6:6:6","fe80::201:1:1:1","ICMPv6","102","RPL Control (DODAG Information Object)"
"324","13.029200","","","IEEE 802.15.4","5","Ack"
"325","13.032296","fe80::201:1:1:1","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"326","13.035152","","","IEEE 802.15.4","5","Ack"
"327","13.084000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"328","13.088200","","","IEEE 802.15.4","5","Ack"
"329","13.099000","fe80::201:1:1:1","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"330","13.184000","fe80::20d:d:d:d","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"331","13.206000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"332","13.215000","fe80::20e:e:e:e","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"333","13.249000","fe80::217:17:17:17","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"334","13.260000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"335","13.262856","","","IEEE 802.15.4","5","Ack"
"336","13.398000","fe80::218:18:18:18","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"337","13.405000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"338","13.407000","fe80::213:13:13:13","fe80::20d:d:d:d","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"339","13.409856","","","IEEE 802.15.4","5","Ack"
"340","13.407000","fe80::215:15:15:15","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"341","13.414000","fe80::20d:d:d:d","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"342","13.418200","","","IEEE 802.15.4","5","Ack"
"343","13.423000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"344","13.425856","","","IEEE 802.15.4","5","Ack"
"345","13.548000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"346","13.630000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"347","13.639000","fe80::214:14:14:14","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"348","13.643200","","","IEEE 802.15.4","5","Ack"
"349","13.648000","fe80::210:10:10:10","fe80::218:18:18:18","ICMPv6","102","RPL Control (DODAG Information Object)"
"350","13.652200","","","IEEE 802.15.4","5","Ack"
"351","13.657000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"352","13.661200","","","IEEE 802.15.4","5","Ack"
"353","13.789000","fe80::20e:e:e:e","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"354","13.791856","","","IEEE 802.15.4","5","Ack"
"355","13.806000","fe80::20d:d:d:d","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"356","13.816000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"357","13.820200","","","IEEE 802.15.4","5","Ack"
"358","13.844000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"359","13.846856","","","IEEE 802.15.4","5","Ack"
"360","13.850000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"361","13.852856","","","IEEE 802.15.4","5","Ack"
"362","13.857000","fe80::20b:b:b:b","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"363","13.861200","","","IEEE 802.15.4","5","Ack"
"364","13.882000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"365","13.884856","","","IEEE 802.15.4","5","Ack"
"366","13.895000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"367","13.897856","","","IEEE 802.15.4","5","Ack"
"368","13.899000","fe80::204:4:4:4","fe80::211:11:11:11","ICMPv6","102","RPL Control (DODAG Information Object)"
"369","13.903200","","","IEEE 802.15.4","5","Ack"
"370","13.908000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"371","13.912200","","","IEEE 802.15.4","5","Ack"
"372","13.934000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"373","13.936856","","","IEEE 802.15.4","5","Ack"
"374","13.973000","fe80::20f:f:f:f","fe80::202:2:2:2","ICMPv6","102","RPL Control (DODAG Information Object)"
"375","13.977200","","","IEEE 802.15.4","5","Ack"
"376","13.977000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"377","13.981000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"378","13.999000","fe80::203:3:3:3","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"379","14.001856","","","IEEE 802.15.4","5","Ack"
"380","14.030000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"381","14.032856","","","IEEE 802.15.4","5","Ack"
"382","14.092000","fe80::216:16:16:16","fe80::214:14:14:14","ICMPv6","102","RPL Control (DODAG Information Object)"
"383","14.096200","","","IEEE 802.15.4","5","Ack"
"384","14.111000","fe80::212:12:12:12","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"385","14.113856","","","IEEE 802.15.4","5","Ack"
"386","14.152000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"387","14.154000","fe80::210:10:10:10","fe80::214:14:14:14","ICMPv6","102","RPL Control (DODAG Information Object)"
"388","14.158200","","","IEEE 802.15.4","5","Ack"
"389","14.175000","fe80::212:12:12:12","fe80::217:17:17:17","ICMPv6","102","RPL Control (DODAG Information Object)"
"390","14.179200","","","IEEE 802.15.4","5","Ack"
"391","14.192000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"392","14.194856","","","IEEE 802.15.4","5","Ack"
"393","14.244000","fe80::216:16:16:16","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"394","14.246856","","","IEEE 802.15.4","5","Ack"
"395","14.249952","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"396","14.252808","","","IEEE 802.15.4","5","Ack"
"397","14.250000","fe80::204:4:4:4","fe80::20a:a:a:a","ICMPv6","102","RPL Control (DODAG Information Object)"
"398","14.287000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"399","14.289856","","","IEEE 802.15.4","5","Ack"
"400","14.289000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","102","RPL Control (DODAG Information Object)"
"401","14.293200","","","IEEE 802.15.4","5","Ack"
"402","14.322000","fe80::204:4:4:4","fe80::20a:a:a:a","ICMPv6","102","RPL Control (DODAG Information Object)"
"403","14.326200","","","IEEE 802.15.4","5","Ack"
"404","14.332000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"405","14.450000","fe80::20c:c:c:c","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"406","14.455000","fe80::201:1:1:1","fe80::206:6:6:6","ICMPv6","102","RPL Control (DODAG Information Object)"
"407","14.459200","","","IEEE 802.15.4","5","Ack"
"408","14.468000","fe80::205:5:5:5","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"409","14.625000","fe80::217:17:17:17","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"410","14.658000","fe80::205:5:5:5","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"411","14.660856","","","IEEE 802.15.4","5","Ack"
"412","14.688000","fe80::202:2:2:2","fe80::210:10:10:10","ICMPv6","102","RPL Control (DODAG Information Object)"
"413","14.692200","","","IEEE 802.15.4","5","Ack"
"414","14.761000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"415","14.765200","","","IEEE 802.15.4","5","Ack"
"416","14.772000","fe80::212:12:12:12","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"417","14.774000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"418","14.775000","fe80::215:15:15:15","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"419","14.780000","fe80::212:12:12:12","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"420","14.782856","","","IEEE 802.15.4","5","Ack"
"421","14.787000","fe80::205:5:5:5","fe80::217:17:17:17","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"422","14.789856","","","IEEE 802.15.4","5","Ack"
"423","14.788000","fe80::20f:f:f:f","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"424","14.812000","fe80::205:5:5:5","fe80::215:15:15:15","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"425","14.814856","","","IEEE 802.15.4","5","Ack"
"426","14.826000","fe80::201:1:1:1","fe80::206:6:6:6","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"427","14.828856","","","IEEE 802.15.4","5","Ack"
"428","14.847000","fe80::215:15:15:15","fe80::20a:a:a:a","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"429","14.849856","","","IEEE 802.15.4","5","Ack"
"430","14.851000","fe80::201:1:1:1","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"431","14.853856","","","IEEE 802.15.4","5","Ack"
"432","14.865000","fe80::20f:f:f:f","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"433","14.867856","","","IEEE 802.15.4","5","Ack"
"434","14.876000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"435","14.880000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"436","14.882856","","","IEEE 802.15.4","5","Ack"
"437","14.882000","fe80::20c:c:c:c","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"438","14.884856","","","IEEE 802.15.4","5","Ack"
"439","14.884952","fe80::20a:a:a:a","fe80::211:11:11:11","ICMPv6","102","RPL Control (DODAG Information Object)"
"440","14.889152","","","IEEE 802.15.4","5","Ack"
"441","14.888000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"442","14.890856","","","IEEE 802.15.4","5","Ack"
"443","14.917000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"444","14.919856","","","IEEE 802.15.4","5","Ack"
"445","14.958000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"446","14.960856","","","IEEE 802.15.4","5","Ack"
"447","14.998000","fe80::217:17:17:17","fe80::205:5:5:5","ICMPv6","102","RPL Control (DODAG Information Object)"
"448","15.002200","","","IEEE 802.15.4","5","Ack"
"449","15.003000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"450","15.005856","","","IEEE 802.15.4","5","Ack"
"451","15.023000","fe80::205:5:5:5","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"452","15.025856","","","IEEE 802.15.4","5","Ack"
"453","15.035000","fe80::203:3:3:3","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"454","15.053000","fe80::205:5:5:5","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"455","15.113000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"456","15.115856","","","IEEE 802.15.4","5","Ack"
"457","15.154000","fe80::20b:b:b:b","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"458","15.158200","","","IEEE 802.15.4","5","Ack"
"459","15.371000","fe80::206:6:6:6","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"460","15.428000","fe80::213:13:13:13","fe80::218:18:18:18","ICMPv6","102","RPL Control (DODAG Information Object)"
"461","15.432200","","","IEEE 802.15.4","5","Ack"
"462","15.440000","fe80::20f:f:f:f","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"463","15.463000","fe80::20b:b:b:b","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"464","15.467200","","","IEEE 802.15.4","5","Ack"
"465","15.534000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"466","15.534000","fe80::206:6:6:6","fe80::205:5:5:5","ICMPv6","102","RPL Control (DODAG Information Object)"
"467","15.538200","","","IEEE 802.15.4","5","Ack"
"468","15.555000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"469","15.559200","","","IEEE 802.15.4","5","Ack"
"470","15.565000","fe80::204:4:4:4","fe80::20a:a:a:a","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"471","15.567856","","","IEEE 802.15.4","5","Ack"
"472","15.759000","fe80::20c:c:c:c","fe80::20f:f:f:f","ICMPv6","102","RPL Control (DODAG Information Object)"
"473","15.763200","","","IEEE 802.15.4","5","Ack"
"474","15.812000","fe80::206:6:6:6","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"475","15.924000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"476","15.926856","","","IEEE 802.15.4","5","Ack"
"477","15.943000","fe80::204:4:4:4","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"478","16.015000","fe80::213:13:13:13","fe80::211:11:11:11","ICMPv6","102","RPL Control (DODAG Information Object)"
"479","16.015000","fe80::215:15:15:15","fe80::205:5:5:5","ICMPv6","102","RPL Control (DODAG Information Object)"
"480","16.019200","","","IEEE 802.15.4","5","Ack"
"481","16.019200","","","IEEE 802.15.4","5","Ack"
"482","16.160000","fe80::215:15:15:15","fe80::20a:a:a:a","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"483","16.162856","","","IEEE 802.15.4","5","Ack"
"484","16.171000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"485","16.173856","","","IEEE 802.15.4","5","Ack"
"486","16.179000","fe80::217:17:17:17","fe80::20a:a:a:a","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"487","16.181856","","","IEEE 802.15.4","5","Ack"
"488","16.196000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"489","16.198856","","","IEEE 802.15.4","5","Ack"
"490","16.216000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"491","16.218856","","","IEEE 802.15.4","5","Ack"
"492","16.222000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"493","16.224856","","","IEEE 802.15.4","5","Ack"
"494","16.302000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"495","16.304856","","","IEEE 802.15.4","5","Ack"
"496","16.302000","fe80::205:5:5:5","fe80::215:15:15:15","ICMPv6","102","RPL Control (DODAG Information Object)"
"497","16.306200","","","IEEE 802.15.4","5","Ack"
"498","16.339000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"499","16.341856","","","IEEE 802.15.4","5","Ack"
"500","16.345000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"501","16.347856","","","IEEE 802.15.4","5","Ack"
"502","16.382000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"503","16.384856","","","IEEE 802.15.4","5","Ack"
"504","16.417000","fe80::20e:e:e:e","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"505","16.432000","fe80::217:17:17:17","fe80::20a:a:a:a","ICMPv6","102","RPL Control (DODAG Information Object)"
"506","16.436200","","","IEEE 802.15.4","5","Ack"
"507","16.489000","fe80::20a:a:a:a","fe80::211:11:11:11","ICMPv6","102","RPL Control (DODAG Information Object)"
"508","16.493200","","","IEEE 802.15.4","5","Ack"
"509","16.594000","fe80::211:11:11:11","fe80::214:14:14:14","ICMPv6","102","RPL Control (DODAG Information Object)"
"510","16.598200","","","IEEE 802.15.4","5","Ack"
"511","16.623000","fe80::218:18:18:18","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"512","16.748000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"513","16.790000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"514","16.792856","","","IEEE 802.15.4","5","Ack"
"515","16.802000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
